"id","name","goal","slug","country","currency","staff_pick","category","source_url","name_len","name_len_clean","deadline_weekday","created_at_weekday","launched_at_weekday","deadline_month","deadline_day","deadline_yr","deadline_hr","created_at_month","created_at_day","created_at_yr","created_at_hr","launched_at_month","launched_at_day","launched_at_yr","launched_at_hr","create_to_launch_days","launch_to_deadline_days","DeadlineWeekend","currency_rate"
69559766,"TITUS ANDRONICUS at Bold Tendencies Car Park  Peckham",8000,"titus-andronicus-at-bold-tendencies-car-park-peckh","GB","GBP",TRUE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",8,7,"Monday","Wednesday","Tuesday",8,4,2014,17,3,12,2014,10,7,15,2014,19,125,19,0,1.71177772
196502168,"The Ride-Along: An Immersive Theatre Adventure for Two",650,"the-ride-along-an-immersive-theatre-experience-for","US","USD",TRUE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",8,7,"Friday","Tuesday","Wednesday",5,30,2014,23,4,29,2014,21,5,7,2014,11,7,23,0,1
864371377,"Turn That Thing Around (A Manic Narrator's Longest Ride)",4900,"a-round-thing-that-turns-a-manic-narrators-longest","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",9,9,"Wednesday","Wednesday","Monday",9,24,2014,0,8,13,2014,15,8,25,2014,0,11,30,0,1
1789993785,"Stairwell Theater: As You Like It",7000,"stairwell-theater-as-you-like-it","US","USD",TRUE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",6,6,"Friday","Wednesday","Wednesday",4,3,2015,17,2,11,2015,10,3,4,2015,17,21,30,0,1
646294281,"Silver Screen Sarcasm: An Evening of Group Movie Mockery",1000,"silver-screen-sarcasm-an-evening-of-group-movie-mo","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",9,8,"Saturday","Thursday","Thursday",3,14,2015,21,2,12,2015,17,2,12,2015,21,0,30,1,1
926516263,"The UV Theater Project",3500,"the-uv-theater-project","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",4,4,"Wednesday","Tuesday","Monday",7,29,2015,10,6,2,2015,12,6,29,2015,10,26,30,0,1
512427032,"OYL's Apprentice Program in Greece",8000,"oyls-apprentice-program-in-greece","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",5,4,"Tuesday","Wednesday","Monday",7,14,2015,22,6,10,2015,6,6,15,2015,12,5,29,0,1
335880249,"The Heart of Adrian Lovett",6000,"the-heart-of-adrian-lovett","GB","GBP",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",5,4,"Wednesday","Saturday","Monday",4,8,2015,10,1,10,2015,10,3,9,2015,10,57,30,0,1.50383176
116976972,"Bambii: A Sad Girl Dance Party",500,"bambii-a-sad-girl-dance-party","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",6,6,"Saturday","Saturday","Saturday",6,18,2016,22,6,4,2016,15,6,4,2016,16,0,14,1,1
422193538,"Circ X Resident Cabaret",3000,"circ-x-resident-cabaret","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",4,4,"Saturday","Wednesday","Monday",8,23,2014,17,6,18,2014,20,7,21,2014,17,32,33,1,1
339405383,"Squaring Up",3500,"squaring-up","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",2,2,"Friday","Tuesday","Thursday",9,2,2016,12,7,19,2016,12,7,21,2016,21,2,42,0,1
2124751704,"Project Z",6e+05,"project-z","GB","GBP",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",2,2,"Friday","Monday","Monday",9,12,2014,12,7,14,2014,6,7,14,2014,12,0,60,0,1.71211475
2083558126,"Let me Read it to You!",500,"let-me-read-it-to-you","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",6,3,"Wednesday","Thursday","Monday",8,20,2014,7,7,10,2014,7,7,21,2014,7,10,30,0,1
2008665540,"Bio-hazard: The Interactive Zombie Survival Experience",500,"bio-hazard-the-interactive-zombie-survival-experie","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",6,6,"Monday","Friday","Tuesday",10,6,2014,17,9,12,2014,14,9,16,2014,17,4,20,0,1
826016533,"Awaken",28000,"awaken-0","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",1,1,"Friday","Monday","Wednesday",6,27,2014,8,5,26,2014,7,5,28,2014,8,2,30,0,1
1171647301,"Savage Championship Wrestling",30000,"savage-championship-wrestling","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",3,3,"Saturday","Friday","Tuesday",5,9,2015,18,8,1,2014,20,3,10,2015,18,220,60,1,1
1204739665,"Hart of Fear's Return to the Woods (Canceled)",1000,"hart-of-fears-return-to-the-woods","US","USD",TRUE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",8,5,"Saturday","Tuesday","Thursday",7,5,2014,14,5,6,2014,18,6,5,2014,14,29,30,1,1
1633457387,"St Andrews Center Theatre & Brew House (Canceled)",2e+05,"st-andrews-center-theatre-and-brewery","US","USD",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",8,8,"Tuesday","Friday","Friday",12,9,2014,20,10,10,2014,13,10,10,2014,21,0,59,0,1
1095080964,"The Secret Life of Your Mobile Phone (Canceled)",1000,"the-secret-life-of-your-mobile-phone","GB","GBP",FALSE,"Immersive","https://www.kickstarter.com/discover/categories/theater/immersive?ref=category_modal&sort=magic",8,7,"Saturday","Wednesday","Thursday",11,15,2014,11,10,1,2014,12,10,16,2014,11,14,30,1,1.58975435
362731639,"The F Words: Edinburgh Fringe 2016",300,"the-f-words-edinburgh-fringe-2016","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,6,"Sunday","Wednesday","Friday",4,17,2016,8,3,16,2016,6,3,18,2016,8,2,30,1,1.42628123
1467246750,"Ilfracombe Victorian Celebration",1500,"ilfracombe-victorian-celebration","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",3,3,"Saturday","Wednesday","Tuesday",5,7,2016,3,1,6,2016,1,3,8,2016,3,62,60,1,1.42088444
341478578,"Church of the SubGenius Devival with Rev. Ivan Stang",2000,"church-of-the-subgenius-devival-with-rev-ivan-stan","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",9,6,"Monday","Saturday","Tuesday",6,30,2014,11,5,10,2014,8,5,13,2014,10,3,48,0,1
1194275684,"Old World Scotland",5000,"old-world-scotland","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",3,3,"Friday","Friday","Tuesday",6,3,2016,15,3,8,2013,23,4,19,2016,15,1137,45,0,1
167587036,"Festival of the Laugh!",12954,"festival-of-the-laugh","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",4,2,"Monday","Sunday","Wednesday",5,4,2015,17,4,5,2015,9,4,8,2015,17,3,25,0,1
1491852635,"Hamlet the Hip-Hopera",9747,"hamlet-the-hip-hopera","US","USD",TRUE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",3,2,"Sunday","Saturday","Wednesday",8,16,2015,22,7,18,2015,13,7,22,2015,21,4,25,1,1
901933624,"The Spinning Wheel: a son remixes a father's radical archive",20000,"the-spinning-wheel-a-son-remixes-a-fathers-radical","US","USD",TRUE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",10,8,"Thursday","Sunday","Saturday",7,30,2015,15,6,7,2015,17,6,20,2015,15,12,40,0,1
685500006,"Harambe Live: How to make an idea go viral",999,"harambe-live-how-to-make-an-idea-go-viral","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",9,7,"Tuesday","Tuesday","Tuesday",10,18,2016,2,9,20,2016,5,9,27,2016,2,6,21,0,1.29823764
1548894392,"GRIMM at Edinburgh Fringe",3000,"grimm-at-edinburgh-fringe","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",4,3,"Sunday","Monday","Tuesday",6,29,2014,12,4,21,2014,15,5,20,2014,12,28,40,1,1.68274813
900945347,"A Short History of Women in America",450,"a-short-history-of-women-in-america","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,5,"Saturday","Sunday","Thursday",12,5,2015,22,11,1,2015,20,11,5,2015,22,4,30,1,1
2036045759,"African Celebration!",40000,"african-celebration","NO","NOK",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",2,2,"Saturday","Tuesday","Wednesday",11,7,2015,18,9,22,2015,0,10,14,2015,18,22,24,1,0.12350872
431052359,"Touch Therapy at Edinburgh Fringe Festival",2750,"touch-therapy-at-edinburgh-fringe-festival","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,5,"Wednesday","Wednesday","Monday",7,13,2016,9,5,4,2016,13,6,13,2016,4,39,30,0,1.42555536
77242945,"I Love You  You're Perfect  Now Change",200,"i-love-you-youre-perfect-now-change-2","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,7,"Monday","Saturday","Saturday",7,13,2015,14,6,13,2015,11,6,13,2015,14,0,30,0,1.55190582
534022196,"Maldito Mundo (New Orleans Fringe Festival 2014)",4444,"maldito-mundo-new-orleans-fringe-festival-2014","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,7,"Thursday","Thursday","Wednesday",10,30,2014,10,10,2,2014,14,10,15,2014,10,12,15,0,1
684946460,"""Cookie Ireland Has a Giraffe"" Fringe NYC!",12000,"cookie-ireland-has-a-giraffe-fringe-nyc","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,6,"Monday","Wednesday","Sunday",7,7,2014,22,5,28,2014,10,6,22,2014,12,25,15,0,1
1459989423,"MSGA -- Junior Theater Festival 2015",1200,"msga-junior-theater-festival-2015","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,6,"Friday","Tuesday","Friday",12,12,2014,21,11,18,2014,19,11,21,2014,8,2,21,0,1
1052885321,"Please Don't Cry (At My Funeral) at the Fringe Festival",1000,"please-dont-cry-at-my-funeral-at-the-fringe-festiv","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",10,8,"Wednesday","Thursday","Monday",7,23,2014,14,6,12,2014,7,6,23,2014,14,11,30,0,1.70136892
540846385,"Born in Burnley  Made in Edinburgh",1000,"born-in-burnley-made-in-edinburgh-0","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,4,"Sunday","Thursday","Thursday",7,24,2016,16,6,9,2016,9,6,23,2016,10,14,31,1,1.46827139
1145594770,"Fearless",4000,"fearless","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",1,1,"Sunday","Sunday","Sunday",7,20,2014,8,4,27,2014,20,6,22,2014,21,56,27,1,1
648316153,"We Never Land - Edinburgh Fringe 2014",20,"we-never-land-edinburgh-fringe-2014","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,7,"Monday","Friday","Thursday",8,4,2014,3,5,23,2014,10,6,5,2014,3,12,60,0,1.67231911
861118874,"ROMEO AND JULIET IN HELL",2000,"romeo-and-juliet-in-hell","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",5,5,"Saturday","Monday","Thursday",5,31,2014,11,4,28,2014,2,5,1,2014,11,3,30,1,1
1231919681,"ANTIGONE: An Arabian Tragedy",300,"antigone-an-arabian-tragedy","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",4,4,"Sunday","Saturday","Wednesday",8,2,2015,16,6,27,2015,5,7,8,2015,6,11,25,1,1.55907491
489369905,"Dragon Training School Travel Fund",15000,"dragon-training-school-travel-fund","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",5,5,"Monday","Thursday","Thursday",9,7,2015,7,3,29,2012,16,7,9,2015,7,1196,60,0,1
983528903,"Game of Thrones: A Panto of Ice and Fire",2000,"game-of-thrones-a-panto-of-ice-and-fire","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",9,6,"Saturday","Friday","Friday",11,19,2016,18,9,23,2016,8,9,23,2016,16,0,57,1,1.30410742
682095600,"Walk With You - 2016",5e+06,"walk-with-you-2016","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",5,5,"Friday","Sunday","Wednesday",1,6,2017,18,12,4,2016,8,12,7,2016,18,3,30,0,1
1535825180,"[INSERT RHETORICAL QUESTION HERE]",1750,"insert-rhetorical-question-here","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",4,4,"Friday","Thursday","Saturday",6,6,2014,15,10,3,2013,14,5,10,2014,6,218,27,0,1.69206169
1062641038,"Jekyll & Hyde @ EdFringe 2016",1000,"jekyll-and-hyde-edfringe-2016","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,6,"Friday","Thursday","Thursday",8,5,2016,7,6,30,2016,10,7,7,2016,6,6,29,0,1.28647974
437271041,"Screamfest Greer sc",20000,"screamfest-greer-sc","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",3,3,"Saturday","Tuesday","Wednesday",6,18,2016,11,5,3,2016,9,5,4,2016,11,1,45,1,1
901493149,"Historic Roscoe Hall at The Keystone Building",150000,"historic-roscoe-hall-at-the-keystone-building","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,6,"Friday","Wednesday","Monday",10,31,2014,10,9,10,2014,10,9,15,2014,11,5,45,0,1
1738713419,"A Taste of Shakespeare in Container Park",1000,"a-taste-of-shakespeare-in-container-park","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",7,5,"Saturday","Tuesday","Thursday",4,30,2016,16,2,16,2016,8,3,31,2016,16,44,30,1,1
1759224961,"Multicultural Children and Family Festival 2015",3000,"multicultural-children-and-family-festival-2015","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,5,"Sunday","Thursday","Friday",4,5,2015,17,3,5,2015,9,3,6,2015,17,1,30,1,1
554919309,"Louisville Alternative Fringe Festival (Canceled)",500,"louisville-alternative-fringe-festival","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",5,5,"Friday","Monday","Wednesday",8,29,2014,10,7,28,2014,18,7,30,2014,10,1,30,0,1
454289332,"Tink! The Musical at NYMF (Canceled)",30000,"tink-the-musical-at-nymf","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,5,"Sunday","Friday","Friday",4,10,2016,10,2,26,2016,19,3,11,2016,10,13,30,1,1
45894350,"The BloodMoon Faire 2016 (Canceled)",1e+05,"the-bloodmoon-faire-2016","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",5,5,"Sunday","Saturday","Thursday",11,8,2015,18,3,21,2015,5,10,8,2015,18,201,31,1,1
1572478063,"Deadline at The Fringe 2016 (Canceled)",3500,"deadline-at-the-fringe-2016","GB","GBP",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",6,5,"Friday","Wednesday","Monday",7,8,2016,8,4,6,2016,9,5,9,2016,8,32,60,0,1.44296188
248522281,"Previous Campaign (Canceled)",10250,"breaking-chains-summer-theater-festival","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",3,3,"Friday","Sunday","Tuesday",8,1,2014,1,7,6,2014,23,7,8,2014,4,1,23,0,1
468000169,"Bouncy Boxing Ring (Canceled)",110,"bouncy-boxing-ring","US","USD",FALSE,"Festivals","https://www.kickstarter.com/discover/categories/theater/festivals?ref=category_modal&sort=magic",4,4,"Monday","Wednesday","Saturday",8,11,2014,1,7,9,2014,7,7,12,2014,1,2,30,0,1
1522762975,"How to Hamlet  or Hamleting Hamlet",15000,"how-to-hamlet-or-hamleting-hamlet","US","USD",TRUE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",6,4,"Thursday","Friday","Sunday",12,15,2016,22,9,30,2016,13,11,20,2016,10,50,25,0,1
912821614,"Club Diamond - a new stagework by Saori Tsukada/Nikki Appino",11900,"club-diamond-a-new-stagework-by-nikki-appino-saori","US","USD",TRUE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",10,8,"Friday","Thursday","Wednesday",5,20,2016,6,3,10,2016,8,4,20,2016,6,40,30,0,1
1344499519,"DUE TO EVENTS",5000,"due-to-events","US","USD",TRUE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Friday","Saturday","Sunday",1,8,2016,15,11,28,2015,16,12,13,2015,8,14,26,0,1
2054238960,"DOORKRUISING//ENCOUNTERS",600,"doorkruising-encounters","NL","EUR",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",1,1,"Friday","Tuesday","Thursday",5,1,2015,17,4,21,2015,11,4,23,2015,12,2,8,0,1.07261726
66932445,"SPACES",200,"spaces-1","CA","CAD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",1,1,"Monday","Tuesday","Friday",6,27,2016,11,6,7,2016,18,6,10,2016,17,2,16,0,0.78807112
609052019,"CREATE VOYAGE: A PSYCHOSEXUAL THRILLER",5200,"create-voyage","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",5,5,"Saturday","Saturday","Thursday",2,28,2015,16,11,22,2014,0,1,29,2015,16,68,30,1,1
1419943787,"Condolences from the Future!",888,"condolences-from-the-future","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",4,2,"Monday","Sunday","Monday",6,16,2014,18,5,4,2014,19,5,19,2014,15,14,28,0,1
1042213331,"Stone's Throw",600,"stones-throw","GB","GBP",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",2,2,"Saturday","Wednesday","Wednesday",6,25,2016,9,6,15,2016,5,6,15,2016,9,0,10,1,1.41878183
1565990801,"Impossibilities: Magic  Mindreading  and Mayhem",1000,"impossibilities-magic-mindreading-and-mayhem","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",5,4,"Thursday","Sunday","Tuesday",11,20,2014,10,10,19,2014,18,10,21,2014,10,1,30,0,1
77606079,"Max in San Francisco: Max Understood and Sound Maze for Max",20000,"max-in-san-francisco-max-understood-and-sound-maze","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",11,8,"Saturday","Monday","Monday",4,11,2015,1,3,9,2015,15,3,9,2015,19,0,32,1,1
733557360,"Little Lord’s NOW IS THE TIME. NOW IS THE BEST TIME.",10000,"little-lords-now-is-the-time-now-is-the-best-time","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",11,11,"Thursday","Friday","Thursday",8,11,2016,2,6,24,2016,10,7,7,2016,19,13,34,0,1
1119432859,"History on Wheels",500,"history-on-wheels","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,2,"Saturday","Wednesday","Thursday",9,13,2014,10,8,13,2014,16,8,14,2014,10,0,30,1,1
372468111,"SCREEN EYED BABY ICE Performance Series",1600,"screen-eyed-baby-ice-performance-series","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",6,6,"Sunday","Monday","Monday",11,9,2014,14,10,6,2014,15,10,20,2014,14,13,20,1,1
231531702,"Gomela/to return: Movement of Our Mother Tongue",5000,"gomela-to-return-movement-of-our-mother-tongue","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",7,6,"Tuesday","Friday","Friday",12,20,2016,23,11,4,2016,11,11,18,2016,9,13,32,0,1
1899150130,"21st Century Play",1000,"21st-century-play","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Saturday","Monday","Tuesday",6,13,2015,12,4,13,2015,12,4,14,2015,12,0,60,1,1
116588230,"WRITE2PERFORM'S THE SUNDAY ESCORT",3150,"write2performs-the-sunday-escort","GB","GBP",TRUE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",4,4,"Friday","Thursday","Monday",11,28,2014,11,9,25,2014,11,9,29,2014,11,3,60,0,1.62466897
805221774,"Sidewalk Comedy Troupe",6000,"sidewalk-comedy-troupe","US","USD",TRUE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Thursday","Sunday","Thursday",11,6,2014,0,7,13,2014,19,10,2,2014,21,81,34,0,1
2014351865,"Fright on Fairlawn - A Free Haunted Garage",1000,"fright-on-fairlawn-a-free-haunted-garage","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",8,7,"Thursday","Thursday","Tuesday",9,11,2014,16,8,7,2014,22,8,12,2014,16,4,30,0,1
1550905943,"To love somebody",1000,"to-love-somebody","GB","GBP",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Friday","Sunday","Monday",4,1,2016,18,3,6,2016,8,3,14,2016,13,8,18,0,1.43250263
323084314,"World Peace Humanitarian Anthem - Help Support World Peace!",1e+05,"world-peace-humanitarian-anthem-help-support-world","AU","AUD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",9,9,"Saturday","Thursday","Tuesday",8,30,2014,19,6,26,2014,0,7,1,2014,19,5,60,1,0.94124025
1725195642,"Wicked Ways Productions",5000,"wicked-ways-productions","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Saturday","Tuesday","Tuesday",2,14,2015,21,11,4,2014,21,1,20,2015,11,76,25,1,1
1390719965,"The Conversation Box",150,"the-conversation-box","GB","GBP",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Saturday","Friday","Saturday",7,4,2015,4,6,12,2015,5,6,20,2015,4,7,14,1,1.58863301
831677666,"The first ""live""  performance in an Holographic world.",5000,"the-first-live-performance-in-an-holographic-world","NL","EUR",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",8,6,"Monday","Friday","Thursday",10,12,2015,10,7,17,2015,14,8,13,2015,10,26,60,0,1.1050664
1346050884,"Volda Komiklubb",80000,"volda-komiklubb","NO","NOK",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",2,2,"Thursday","Wednesday","Wednesday",3,3,2016,15,2,17,2016,14,2,17,2016,15,0,15,0,0.11623073
56076708,"CRAVE by Sarah Kane",300,"crave-by-sarah-kane","GB","GBP",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",4,3,"Saturday","Friday","Saturday",6,18,2016,7,4,15,2016,6,6,4,2016,7,50,14,1,1.44048216
1641914963,"Talia - Audiodrama Album  Performance and Film",9000,"talia-audiodrama-album-performance-and-film","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",7,6,"Friday","Monday","Wednesday",11,6,2015,9,10,5,2015,3,10,7,2015,9,2,30,0,1
188566286,"The LEAH-HEAL Project",500,"the-leah-heal-project","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",3,3,"Wednesday","Sunday","Monday",11,19,2014,9,10,12,2014,22,10,20,2014,9,7,30,0,1
1731294643,"Stunt! I will ride my bike off my roof",8000,"stunt-i-will-ride-my-bike-off-my-roof","CA","CAD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",9,5,"Thursday","Tuesday","Tuesday",8,21,2014,15,7,22,2014,10,7,22,2014,15,0,30,0,0.93139355
1744799167,"Skating Insperations",1500000,"skating-insperations","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",2,2,"Sunday","Tuesday","Friday",8,10,2014,16,7,8,2014,18,7,11,2014,16,2,30,1,1
157397937,"Animal Soul",2e+05,"animal-soul-0","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",2,2,"Friday","Wednesday","Wednesday",7,1,2016,14,6,1,2016,10,6,1,2016,14,0,30,0,1
605215249,"Binibon: An Opera by Elliott Sharp (Canceled)",15000,"binibon-an-opera-by-elliott-sharp","US","USD",FALSE,"Experimental","https://www.kickstarter.com/discover/categories/theater/experimental?ref=category_modal&sort=magic",7,6,"Friday","Tuesday","Tuesday",9,30,2016,22,8,30,2016,12,9,6,2016,20,7,24,0,1
2040026483,"A Furtive Movement: The Use of Farce",1000,"a-furtive-movement-the-use-of-farce","US","USD",FALSE,"Comedy","https://www.kickstarter.com/discover/categories/theater/comedy?ref=category_modal&sort=magic",7,6,"Friday","Tuesday","Tuesday",2,10,2017,22,1,24,2017,19,1,31,2017,6,6,10,0,1
820316408,"The Florist Up My Street Co-operative",1500,"the-florist-up-my-street-co-operative","GB","GBP",FALSE,"Web","https://www.kickstarter.com/discover/categories/technology/web?ref=category_modal&sort=magic",6,6,"Thursday","Tuesday","Tuesday",12,22,2016,3,11,8,2016,10,11,22,2016,3,13,30,0,1.23363126
